fitness,iteration
762123,224
762248,225
762425,226
762555,227
762559,228
762689,229
762823,230
763016,231
763367,232
763577,233
771270,234
771493,235
772042,236
772223,237
772563,238
772703,239
772786,240
773470,241
774181,242
774239,243
774253,244
775039,245
782804,246
782885,247
783148,248
783255,249
783665,250
783879,251
784107,252
784305,253
784333,254
784779,255
785244,256
785406,257
785506,258
785662,259
786022,260
786161,261
786172,262
786741,263
786751,264
787120,265
787681,266
787868,267
788059,268
788344,269
788535,270
788535,271
788734,272
788886,273
789154,274
789213,275
789426,276
789702,277
790037,278
790497,279
790932,280
791152,281
791455,282
791708,283
798446,284
798670,285
798802,286
799197,287
807701,288
807809,289
807914,290
808070,291
808207,292
808417,293
808427,294
808569,295
808887,296
808891,297
808917,298
809084,299
809199,300
809421,301
817218,302
817289,303
817314,304
817383,305
817615,306
817615,307
818140,308
818564,309
818690,310
818915,311
819100,312
819524,313
819794,314
819794,315
820271,316
820409,317
820423,318
820717,319
826263,320
826304,321
832440,322
832628,323
832628,324
844810,325
844971,326
845154,327
845173,328
845479,329
855101,330
855195,331
855383,332
855481,333
855797,334
856099,335
856288,336
856405,337
856730,338
865358,339
865435,340
865879,341
866174,342
866506,343
866534,344
874697,345
874893,346
874898,347
882049,348
882093,349
882123,350
889070,351
889137,352
889489,353
889530,354
889569,355
889644,356
889925,357
890129,358
890139,359
890351,360
890575,361
897939,362
898053,363
898090,364
898136,365
905124,366
905143,367
905168,368
905229,369
910930,370
911090,371
911110,372
911136,373
911358,374
911508,375
911556,376
911658,377
911702,378
911856,379
912034,380
912190,381
912347,382
912427,383
912674,384
912680,385
912733,386
912837,387
913045,388
913129,389
913239,390
913350,391
913595,392
919335,393
919409,394
919469,395
919537,396
919549,397
919765,398
919795,399
919892,400
920018,401
920091,402
920098,403
920148,404
920184,405
920243,406
920332,407
920510,408
920537,409
920695,410
920695,411
927781,412
927790,413
927927,414
928016,415
928207,416
928276,417
928342,418
928389,419
928487,420
928624,421
928734,422
928759,423
928843,424
929207,425
929402,426
929405,427
929455,428
929525,429
929736,430
929791,431
929877,432
929976,433
930140,434
930147,435
930237,436
930313,437
930398,438
930430,439
930538,440
930691,441
930824,442
930920,443
931150,444
931197,445
931198,446
931359,447
931440,448
931500,449
931604,450
931684,451
937289,452
937420,453
937432,454
937597,455
937644,456
937821,457
938114,458
938223,459
938295,460
938392,461
938555,462
938600,463
938755,464
938802,465
938945,466
939090,467
939231,468
939371,469
939441,470
939610,471
939778,472
939872,473
939906,474
939906,475
940026,476
940133,477
940194,478
940262,479
940475,480
940747,481
940801,482
940801,483
940810,484
940860,485
940892,486
940892,487
941010,488
941277,489
941342,490
941559,491
941837,492
941880,493
942011,494
942037,495
942115,496
942254,497
942306,498
942367,499
942589,500
942686,501
942950,502
943089,503
943172,504
943321,505
943464,506
943610,507
943787,508
943929,509
943967,510
944036,511
944063,512
944063,513
944107,514
944185,515
944595,516
944654,517
944719,518
944719,519
950051,520
950078,521
950133,522
950278,523
950454,524
950454,525
950634,526
950730,527
950800,528
950911,529
951019,530
951069,531
951202,532
951284,533
951353,534
951369,535
951589,536
951636,537
951663,538
951868,539
951938,540
952192,541
952223,542
952321,543
952328,544
958382,545
958464,546
958555,547
958576,548
958685,549
958688,550
958712,551
958727,552
958797,553
958828,554
958850,555
958909,556
958999,557
959114,558
959194,559
959196,560
959196,561
959222,562
959339,563
959390,564
959405,565
959405,566
959564,567
959630,568
959682,569
959700,570
959813,571
959878,572
959927,573
960088,574
960150,575
960181,576
960293,577
960293,578
960332,579
960338,580
960424,581
960564,582
960612,583
960741,584
960785,585
960832,586
960980,587
961087,588
961156,589
961211,590
961316,591
961391,592
961471,593
961574,594
961680,595
961680,596
961702,597
961702,598
961702,599
961731,600
961731,601
961731,602
961799,603
961860,604
961919,605
961988,606
962019,607
962085,608
962148,609
962207,610
962266,611
962267,612
962267,613
962357,614
962478,615
962492,616
962522,617
962673,618
962711,619
962743,620
962799,621
962858,622
962974,623
963063,624
963089,625
963128,626
963279,627
963313,628
963329,629
963349,630
963476,631
963563,632
963783,633
963803,634
963828,635
963942,636
964040,637
964058,638
964093,639
964135,640
964207,641
964262,642
964269,643
964329,644
964351,645
964505,646
964505,647
964589,648
964616,649
964678,650
964678,651
964740,652
964888,653
965003,654
965067,655
965170,656
965303,657
965418,658
965497,659
965497,660
965607,661
965747,662
965747,663
965784,664
965813,665
965824,666
965903,667
965978,668
966066,669
966141,670
966342,671
966443,672
966443,673
966487,674
966498,675
966596,676
966652,677
966686,678
966686,679
966724,680
966805,681
966807,682
966872,683
966921,684
966976,685
966976,686
967070,687
967144,688
967144,689
967259,690
967442,691
967479,692
967560,693
967604,694
967604,695
967604,696
967718,697
967811,698
967811,699
967811,700
967811,701
967813,702
967813,703
967873,704
967948,705
968035,706
968115,707
968234,708
968443,709
968443,710
968494,711
968575,712
968579,713
968589,714
968589,715
968589,716
968663,717
968677,718
968743,719
968831,720
968987,721
969086,722
969174,723
969348,724
969381,725
969542,726
969560,727
969605,728
969605,729
969762,730
969904,731
969972,732
969983,733
970045,734
970102,735
970113,736
970140,737
970249,738
970345,739
970389,740
970412,741
970492,742
970578,743
970615,744
970625,745
970646,746
970699,747
970699,748
970879,749
970936,750
970967,751
971033,752
971054,753
971149,754
971209,755
971245,756
971472,757
971497,758
971534,759
971584,760
971647,761
971647,762
971708,763
971734,764
971738,765
971987,766
972005,767
972018,768
972020,769
972218,770
972218,771
972233,772
972257,773
972257,774
972273,775
972284,776
972350,777
972370,778
972380,779
972475,780
972581,781
972581,782
972581,783
972610,784
972610,785
972638,786
972683,787
972718,788
972777,789
972777,790
972800,791
972948,792
972993,793
973086,794
973125,795
973155,796
973240,797
973335,798
973358,799
973442,800
973442,801
973545,802
973574,803
973610,804
973664,805
973664,806
973706,807
973710,808
973733,809
973757,810
973779,811
973779,812
973791,813
973801,814
973837,815
973874,816
973883,817
973883,818
974022,819
974075,820
974075,821
974123,822
974165,823
974200,824
974208,825
974208,826
974337,827
974399,828
974412,829
974430,830
974526,831
974684,832
974773,833
974773,834
974773,835
974837,836
974868,837
974868,838
974920,839
974962,840
974966,841
974972,842
974972,843
974972,844
975018,845
975018,846
975018,847
975203,848
975288,849
975335,850
975388,851
975402,852
975542,853
975542,854
975542,855
975580,856
975631,857
975648,858
975648,859
975678,860
975696,861
975783,862
975790,863
975840,864
975852,865
975852,866
975852,867
975873,868
975873,869
975936,870
975936,871
976012,872
976108,873
976190,874
976205,875
976228,876
976378,877
976456,878
976484,879
976568,880
976576,881
976618,882
976634,883
976675,884
976675,885
976793,886
976885,887
976885,888
976945,889
976986,890
977016,891
977016,892
977016,893
977016,894
977086,895
977148,896
977148,897
977170,898
977170,899
977170,900
977183,901
977185,902
977185,903
977185,904
977214,905
977301,906
977314,907
977336,908
977452,909
977476,910
977557,911
977584,912
977585,913
977585,914
977588,915
977588,916
977602,917
977602,918
977741,919
977758,920
977770,921
977795,922
977795,923
977808,924
977938,925
977938,926
977938,927
978001,928
978058,929
978089,930
978098,931
978098,932
978188,933
978232,934
978275,935
978275,936
978323,937
978416,938
978417,939
978417,940
978427,941
978454,942
978461,943
978461,944
978461,945
978494,946
978665,947
978727,948
978756,949
978789,950
978936,951
978936,952
978945,953
978958,954
978958,955
979055,956
979087,957
979087,958
979117,959
979117,960
979127,961
979127,962
979162,963
979181,964
979181,965
979181,966
979181,967
979237,968
979239,969
979239,970
979302,971
979302,972
979302,973
979302,974
979324,975
979387,976
979440,977
979440,978
979478,979
979496,980
979501,981
979583,982
979643,983
979662,984
979784,985
979784,986
979899,987
979899,988
979899,989
979899,990
979899,991
979945,992
979984,993
979984,994
980006,995
980006,996
980024,997
980044,998
980093,999
980093,1000
980093,1001
980093,1002
980227,1003
980252,1004
980281,1005
980281,1006
980329,1007
980355,1008
980355,1009
980355,1010
980409,1011
980409,1012
980409,1013
980409,1014
980415,1015
980415,1016
980450,1017
980490,1018
980490,1019
980506,1020
980506,1021
980550,1022
980550,1023
980632,1024
980632,1025
980729,1026
980729,1027
980764,1028
980775,1029
980834,1030
980908,1031
980962,1032
981074,1033
981074,1034
981074,1035
981098,1036
981139,1037
981181,1038
981195,1039
981262,1040
981262,1041
981291,1042
981303,1043
981303,1044
981306,1045
981360,1046
981522,1047
981525,1048
981573,1049
981607,1050
981743,1051
981743,1052
981743,1053
981785,1054
981843,1055
981843,1056
981857,1057
981857,1058
981857,1059
981924,1060
981946,1061
982008,1062
982008,1063
982054,1064
982054,1065
982113,1066
982113,1067
982159,1068
982179,1069
982193,1070
982269,1071
982295,1072
982300,1073
982448,1074
982466,1075
982488,1076
982488,1077
982488,1078
982488,1079
982573,1080
982573,1081
982663,1082
982717,1083
982773,1084
982836,1085
982836,1086
982848,1087
982920,1088
982920,1089
982997,1090
982997,1091
983021,1092
983021,1093
983021,1094
983021,1095
983089,1096
983122,1097
983122,1098
983143,1099
983171,1100
983171,1101
983224,1102
983399,1103
983544,1104
983544,1105
983594,1106
983669,1107
983698,1108
983741,1109
983782,1110
983782,1111
983783,1112
983783,1113
983783,1114
983789,1115
983818,1116
983881,1117
983881,1118
983881,1119
983881,1120
983893,1121
983893,1122
983893,1123
983949,1124
983963,1125
983966,1126
984020,1127
984022,1128
984025,1129
984025,1130
984027,1131
984086,1132
984086,1133
984169,1134
984176,1135
984188,1136
984274,1137
984351,1138
984391,1139
984452,1140
984452,1141
984464,1142
984584,1143
984620,1144
984620,1145
984661,1146
984692,1147
984696,1148
984696,1149
984724,1150
984735,1151
984841,1152
984841,1153
984876,1154
984876,1155
984926,1156
984926,1157
984943,1158
984997,1159
984997,1160
984997,1161
984998,1162
985054,1163
985054,1164
985084,1165
985195,1166
985195,1167
985248,1168
985248,1169
985327,1170
985327,1171
985406,1172
985406,1173
985439,1174
985439,1175
985454,1176
985493,1177
985558,1178
985558,1179
985582,1180
985582,1181
985591,1182
985638,1183
985703,1184
985703,1185
985703,1186
985762,1187
985800,1188
985800,1189
985812,1190
985812,1191
985818,1192
985818,1193
985825,1194
985825,1195
985825,1196
985829,1197
985829,1198
985858,1199
985885,1200
985890,1201
985911,1202
985919,1203
985930,1204
985947,1205
985947,1206
985984,1207
985986,1208
985986,1209
986157,1210
986161,1211
986279,1212
986280,1213
986341,1214
986342,1215
986342,1216
986342,1217
986364,1218
986364,1219
986364,1220
986364,1221
986364,1222
986365,1223
986365,1224
986365,1225
986376,1226
986391,1227
986391,1228
986401,1229
986401,1230
986462,1231
986482,1232
986482,1233
986482,1234
986492,1235
986499,1236
986515,1237
986544,1238
986579,1239
986618,1240
986654,1241
986654,1242
986673,1243
986710,1244
986710,1245
986729,1246
986767,1247
986767,1248
986767,1249
986767,1250
986767,1251
986911,1252
986951,1253
986951,1254
986971,1255
986971,1256
987021,1257
987021,1258
987023,1259
987039,1260
987039,1261
987043,1262
987085,1263
987085,1264
987113,1265
987201,1266
987201,1267
987201,1268
987208,1269
987210,1270
987216,1271
987225,1272
987307,1273
987307,1274
987344,1275
987344,1276
987344,1277
987390,1278
987390,1279
987406,1280
987447,1281
987460,1282
987526,1283
987526,1284
987526,1285
987526,1286
987526,1287
987526,1288
987534,1289
987534,1290
987534,1291
987534,1292
987536,1293
987546,1294
987556,1295
987556,1296
987556,1297
987586,1298
987691,1299
987691,1300
987708,1301
987708,1302
987708,1303
987760,1304
987765,1305
987802,1306
987861,1307
987892,1308
988010,1309
988013,1310
988013,1311
988040,1312
988082,1313
988112,1314
988164,1315
988179,1316
988222,1317
988290,1318
988295,1319
988295,1320
988334,1321
988334,1322
988444,1323
988520,1324
988520,1325
988530,1326
988530,1327
988534,1328
988574,1329
988574,1330
988580,1331
988631,1332
988631,1333
988631,1334
988674,1335
988674,1336
988693,1337
988733,1338
988733,1339
988738,1340
988784,1341
988786,1342
988786,1343
988828,1344
988844,1345
988844,1346
988858,1347
988890,1348
988952,1349
988952,1350
988982,1351
989034,1352
989046,1353
989075,1354
989082,1355
989122,1356
989122,1357
989122,1358
989122,1359
989148,1360
989148,1361
989148,1362
989153,1363
989153,1364
989165,1365
989165,1366
989165,1367
989181,1368
989222,1369
989222,1370
989250,1371
989256,1372
989279,1373
989438,1374
989448,1375
989476,1376
989490,1377
989490,1378
989490,1379
989500,1380
989513,1381
989539,1382
989559,1383
989559,1384
989618,1385
989632,1386
989632,1387
989693,1388
989693,1389
989693,1390
989897,1391
989897,1392
989958,1393
989958,1394
989965,1395
989965,1396
990011,1397
990011,1398
990020,1399
990020,1400
990032,1401
990037,1402
990037,1403
990070,1404
990074,1405
990074,1406
990096,1407
990096,1408
990124,1409
990124,1410
990131,1411
990131,1412
990172,1413
990172,1414
990172,1415
990186,1416
990344,1417
990344,1418
990354,1419
990384,1420
990418,1421
990441,1422
990441,1423
990441,1424
990450,1425
990450,1426
990528,1427
990529,1428
990665,1429
990679,1430
990679,1431
990680,1432
990714,1433
990767,1434
990793,1435
990793,1436
990793,1437
990806,1438
990806,1439
990806,1440
990806,1441
990806,1442
990806,1443
990806,1444
990806,1445
990810,1446
990810,1447
990815,1448
990815,1449
990815,1450
990815,1451
990815,1452
990848,1453
990848,1454
990848,1455
990863,1456
990863,1457
990880,1458
990880,1459
990898,1460
990898,1461
990898,1462
990912,1463
990912,1464
990912,1465
990933,1466
990950,1467
990962,1468
990962,1469
990962,1470
990986,1471
991022,1472
991022,1473
991022,1474
991022,1475
991064,1476
991064,1477
991064,1478
991064,1479
991107,1480
991107,1481
991107,1482
991118,1483
991118,1484
991129,1485
991129,1486
991153,1487
991153,1488
991153,1489
991165,1490
991165,1491
991165,1492
991165,1493
991165,1494
991176,1495
991176,1496
991176,1497
991176,1498
991176,1499
991176,1500
991182,1501
991188,1502
991191,1503
991191,1504
991191,1505
991225,1506
991225,1507
991225,1508
991247,1509
991306,1510
991383,1511
991396,1512
991396,1513
991410,1514
991413,1515
991413,1516
991413,1517
991413,1518
991455,1519
991455,1520
991455,1521
991455,1522
991455,1523
991536,1524
991536,1525
991546,1526
991565,1527
991565,1528
991565,1529
991565,1530
991565,1531
991629,1532
991629,1533
991643,1534
991651,1535
991651,1536
991675,1537
991675,1538
991692,1539
991692,1540
991710,1541
991710,1542
991712,1543
991712,1544
991754,1545
991796,1546
991796,1547
991832,1548
991832,1549
991832,1550
991850,1551
991850,1552
991850,1553
991859,1554
991859,1555
991882,1556
991889,1557
991889,1558
991889,1559
991889,1560
991889,1561
991921,1562
991921,1563
991921,1564
991921,1565
991921,1566
991921,1567
991921,1568
991921,1569
991921,1570
991921,1571
991947,1572
991947,1573
991985,1574
991985,1575
991985,1576
991991,1577
991991,1578
992025,1579
992047,1580
992058,1581
992058,1582
992058,1583
992058,1584
992058,1585
992058,1586
992058,1587
992086,1588
992086,1589
992088,1590
992142,1591
992144,1592
992172,1593
992172,1594
992172,1595
992172,1596
992177,1597
992177,1598
992177,1599
992185,1600
992187,1601
992214,1602
992237,1603
992237,1604
992239,1605
992239,1606
992239,1607
992239,1608
992239,1609
992239,1610
992239,1611
992244,1612
992258,1613
992258,1614
992258,1615
992258,1616
992261,1617
992261,1618
992261,1619
992269,1620
992308,1621
992359,1622
992359,1623
992359,1624
992359,1625
992359,1626
992359,1627
992359,1628
992377,1629
992377,1630
992377,1631
992377,1632
992377,1633
992377,1634
992393,1635
992419,1636
992419,1637
992430,1638
992430,1639
992430,1640
992430,1641
992475,1642
992497,1643
992497,1644
992497,1645
992497,1646
992526,1647
992544,1648
992544,1649
992544,1650
992547,1651
992547,1652
992547,1653
992589,1654
992589,1655
992592,1656
992646,1657
992647,1658
992647,1659
992729,1660
992837,1661
992850,1662
992850,1663
992850,1664
992850,1665
992850,1666
992860,1667
992939,1668
992939,1669
992943,1670
992975,1671
992975,1672
992975,1673
992995,1674
993013,1675
993013,1676
993021,1677
993021,1678
993021,1679
993021,1680
993073,1681
993073,1682
993073,1683
993075,1684
993075,1685
993075,1686
993075,1687
993115,1688
993127,1689
993127,1690
993127,1691
993127,1692
993127,1693
993156,1694
993156,1695
993156,1696
993156,1697
993190,1698
993190,1699
993244,1700
993245,1701
993245,1702
993296,1703
993296,1704
993296,1705
993296,1706
993296,1707
993296,1708
993296,1709
993341,1710
993341,1711
993341,1712
993341,1713
993341,1714
993341,1715
993341,1716
993395,1717
993395,1718
993395,1719
993483,1720
993483,1721
993590,1722
993590,1723
993590,1724
993590,1725
993590,1726
993628,1727
993628,1728
993628,1729
993628,1730
993628,1731
993681,1732
993681,1733
993681,1734
993681,1735
993682,1736
993742,1737
993742,1738
993780,1739
993780,1740
993780,1741
993780,1742
993780,1743
993780,1744
993780,1745
993821,1746
993821,1747
993821,1748
993821,1749
993821,1750
993821,1751
993821,1752
993821,1753
993821,1754
993821,1755
993821,1756
993821,1757
993821,1758
993821,1759
993821,1760
993837,1761
993837,1762
993852,1763
993874,1764
993931,1765
993931,1766
993931,1767
993940,1768
993940,1769
993991,1770
993991,1771
993991,1772
994004,1773
994039,1774
994059,1775
994059,1776
994062,1777
994062,1778
994154,1779
994154,1780
994154,1781
994154,1782
994154,1783
994154,1784
994154,1785
994205,1786
994205,1787
994205,1788
994205,1789
994223,1790
994223,1791
994255,1792
994255,1793
994255,1794
994255,1795
994255,1796
994255,1797
994255,1798
994255,1799
994255,1800
994255,1801
994255,1802
994255,1803
994255,1804
994255,1805
994255,1806
994282,1807
994282,1808
994282,1809
994282,1810
994282,1811
994312,1812
994312,1813
994352,1814
994375,1815
994475,1816
994475,1817
994475,1818
994475,1819
994486,1820
994529,1821
994545,1822
994545,1823
994548,1824
994635,1825
994635,1826
994635,1827
994635,1828
994635,1829
994635,1830
994635,1831
994635,1832
994651,1833
994692,1834
994737,1835
994737,1836
994737,1837
994746,1838
994746,1839
994746,1840
994746,1841
994746,1842
994749,1843
994752,1844
994827,1845
994827,1846
994855,1847
994855,1848
994889,1849
994889,1850
994889,1851
994916,1852
994933,1853
994933,1854
994965,1855
994965,1856
994966,1857
994971,1858
994971,1859
994971,1860
994971,1861
995008,1862
995008,1863
995008,1864
995026,1865
995026,1866
995032,1867
995032,1868
995032,1869
995032,1870
995065,1871
995146,1872
995146,1873
995146,1874
995146,1875
995169,1876
995242,1877
995242,1878
995242,1879
995242,1880
995242,1881
995263,1882
995263,1883
995263,1884
995290,1885
995304,1886
995304,1887
995304,1888
995304,1889
995304,1890
995304,1891
995326,1892
995326,1893
995326,1894
995326,1895
995326,1896
995354,1897
995376,1898
995376,1899
995376,1900
995376,1901
995376,1902
995376,1903
995376,1904
995386,1905
995446,1906
995446,1907
995446,1908
995446,1909
995468,1910
995508,1911
995548,1912
995548,1913
995548,1914
995548,1915
995562,1916
995578,1917
995578,1918
995578,1919
995591,1920
995600,1921
995665,1922
995665,1923
995685,1924
995713,1925
995730,1926
995730,1927
995734,1928
995784,1929
995784,1930
995784,1931
995784,1932
995784,1933
995805,1934
995805,1935
995805,1936
995805,1937
995805,1938
995805,1939
995805,1940
995805,1941
995805,1942
995805,1943
995805,1944
995805,1945
995805,1946
995849,1947
995849,1948
995849,1949
995849,1950
995849,1951
995909,1952
995923,1953
995923,1954
995923,1955
995990,1956
995990,1957
995990,1958
995990,1959
995990,1960
995990,1961
995990,1962
995996,1963
996019,1964
996019,1965
996049,1966
996081,1967
996081,1968
996081,1969
996107,1970
996107,1971
996170,1972
996170,1973
996195,1974
996230,1975
996230,1976
996282,1977
996294,1978
996294,1979
996341,1980
996341,1981
996342,1982
996342,1983
996342,1984
996342,1985
996342,1986
996342,1987
996345,1988
996345,1989
996405,1990
996411,1991
996435,1992
996435,1993
996435,1994
996435,1995
996435,1996
996435,1997
996461,1998
996535,1999
996535,2000
996535,2001
996573,2002
996573,2003
996584,2004
996584,2005
996584,2006
996584,2007
996585,2008
996585,2009
996585,2010
996608,2011
996608,2012
996608,2013
996608,2014
996608,2015
996608,2016
996608,2017
996608,2018
996642,2019
996642,2020
996650,2021
996655,2022
996747,2023
996808,2024
996808,2025
996834,2026
996890,2027
996890,2028
996890,2029
996933,2030
996933,2031
996933,2032
996933,2033
996946,2034
996946,2035
996967,2036
997077,2037
997077,2038
997077,2039
997077,2040
997077,2041
997081,2042
997099,2043
997140,2044
997140,2045
997199,2046
997199,2047
997199,2048
997199,2049
997199,2050
997233,2051
997309,2052
997354,2053
997354,2054
997354,2055
997354,2056
997354,2057
997354,2058
997372,2059
997432,2060
997432,2061
997471,2062
997491,2063
997509,2064
997516,2065
997516,2066
997545,2067
997564,2068
997593,2069
997593,2070
997593,2071
997593,2072
997607,2073
997653,2074
997653,2075
997653,2076
997653,2077
997679,2078
997687,2079
997696,2080
997722,2081
997722,2082
997745,2083
997745,2084
997745,2085
997745,2086
997745,2087
997851,2088
997851,2089
997858,2090
997877,2091
997877,2092
997877,2093
997877,2094
997877,2095
997918,2096
997918,2097
997918,2098
997918,2099
997918,2100
997918,2101
997942,2102
998005,2103
998067,2104
998067,2105
998159,2106
998159,2107
998222,2108
998222,2109
998227,2110
998227,2111
998282,2112
998302,2113
998379,2114
998413,2115
998413,2116
998423,2117
998423,2118
998457,2119
998479,2120
998520,2121
998520,2122
998544,2123
998544,2124
998544,2125
998544,2126
998594,2127
998594,2128
998611,2129
998611,2130
998611,2131
998611,2132
998714,2133
998715,2134
998715,2135
998715,2136
998715,2137
998715,2138
998715,2139
998715,2140
998728,2141
998738,2142
998738,2143
998738,2144
998750,2145
998750,2146
998750,2147
998751,2148
998787,2149
998787,2150
998787,2151
998797,2152
998797,2153
998797,2154
998797,2155
998797,2156
998797,2157
998830,2158
998881,2159
998884,2160
998934,2161
998934,2162
998967,2163
998967,2164
998978,2165
998990,2166
998990,2167
999072,2168
999078,2169
999082,2170
999082,2171
999082,2172
999097,2173
999097,2174
999097,2175
999109,2176
999152,2177
999152,2178
999152,2179
999152,2180
999165,2181
999165,2182
999212,2183
999280,2184
999280,2185
999339,2186
999408,2187
999408,2188
999408,2189
999408,2190
999408,2191
999408,2192
999408,2193
999408,2194
999408,2195
999408,2196
999408,2197
999409,2198
999409,2199
999409,2200
999415,2201
999450,2202
999450,2203
999450,2204
999532,2205
999592,2206
999592,2207
999691,2208
999691,2209
999756,2210
999756,2211
999760,2212
999816,2213
999872,2214
999920,2215
999923,2216
999930,2217
999930,2218
999942,2219
999942,2220
999964,2221
999964,2222
1000004,2223
1000004,2224
1000004,2225
1000004,2226
1000004,2227
1000004,2228
1000004,2229
1000033,2230
1000033,2231
1000033,2232
1000033,2233
1000033,2234
1000033,2235
1000033,2236
1000061,2237
1000074,2238
1000074,2239
1000074,2240
1000106,2241
1000106,2242
1000106,2243
1000107,2244
1000129,2245
1000129,2246
1000129,2247
1000129,2248
1000129,2249
1000184,2250
1000216,2251
1000300,2252
1000304,2253
1000304,2254
1000304,2255
1000304,2256
1000304,2257
1000317,2258
1000317,2259
1000453,2260
1000509,2261
1000509,2262
1000509,2263
1000571,2264
1000573,2265
1000573,2266
1000597,2267
1000676,2268
1000676,2269
1000676,2270
1000677,2271
1000677,2272
1000735,2273
1000757,2274
1000868,2275
1000868,2276
1000868,2277
1000874,2278
1000874,2279
1000878,2280
1000878,2281
1000898,2282
1000950,2283
1000950,2284
1000950,2285
1000950,2286
1000963,2287
1000963,2288
1000993,2289
1000993,2290
1000993,2291
1001050,2292
1001050,2293
1001050,2294
1001050,2295
1001050,2296
1001083,2297
1001158,2298
1001158,2299
1001158,2300
1001158,2301
1001208,2302
1001208,2303
1001208,2304
1001209,2305
1001241,2306
1001272,2307
1001272,2308
1001272,2309
1001272,2310
1001272,2311
1001272,2312
1001278,2313
1001326,2314
1001326,2315
1001404,2316
1001404,2317
1001404,2318
1001406,2319
1001475,2320
1001475,2321
1001522,2322
1001565,2323
1001565,2324
1001614,2325
1001632,2326
1001671,2327
1001818,2328
1001818,2329
1001821,2330
1001821,2331
1001954,2332
1001954,2333
1001997,2334
1001997,2335
1001997,2336
1002012,2337
1002031,2338
1002031,2339
1002063,2340
1002098,2341
1002098,2342
1002098,2343
1002108,2344
1002108,2345
1002131,2346
1002131,2347
1002131,2348
1002134,2349
1002199,2350
1002227,2351
1002227,2352
1002287,2353
1002311,2354
1002311,2355
1002311,2356
1002320,2357
1002320,2358
1002320,2359
1002372,2360
1002372,2361
1002372,2362
1002414,2363
1002418,2364
1002454,2365
1002499,2366
1002499,2367
1002499,2368
1002564,2369
1002564,2370
1002579,2371
1002579,2372
1002579,2373
1002612,2374
1002612,2375
1002612,2376
1002612,2377
1002649,2378
1002667,2379
1002708,2380
1002708,2381
1002708,2382
1002708,2383
1002708,2384
1002709,2385
1002709,2386
1002719,2387
1002719,2388
1002721,2389
1002721,2390
1002721,2391
1002771,2392
1002809,2393
1002809,2394
1002879,2395
1002881,2396
1002919,2397
1002929,2398
1002953,2399
1002953,2400
1002953,2401
1002953,2402
1002953,2403
1002953,2404
1002953,2405
1002953,2406
1002953,2407
1003002,2408
1003002,2409
1003090,2410
1003090,2411
1003090,2412
1003090,2413
1003090,2414
1003120,2415
1003188,2416
1003188,2417
1003195,2418
1003195,2419
1003195,2420
1003211,2421
1003211,2422
1003211,2423
1003211,2424
1003215,2425
1003329,2426
1003329,2427
1003372,2428
1003372,2429
1003372,2430
1003372,2431
1003372,2432
1003372,2433
1003372,2434
1003372,2435
1003372,2436
1003372,2437
1003372,2438
1003372,2439
1003399,2440
1003399,2441
1003423,2442
1003423,2443
1003513,2444
1003614,2445
1003614,2446
1003668,2447
1003668,2448
1003670,2449
1003670,2450
1003710,2451
1003710,2452
1003710,2453
1003710,2454
1003761,2455
1003795,2456
1003795,2457
