fitness,iteration
19320638,318
19321240,319
19321581,320
19322522,321
19322865,322
19323183,323
19323227,324
19323817,325
19324620,326
19325506,327
19326140,328
19326240,329
19326340,330
19326633,331
19327518,332
19328533,333
19329160,334
19329226,335
19329836,336
19329991,337
19330021,338
19330721,339
19331344,340
19331987,341
19332888,342
19332908,343
19333673,344
19333776,345
19334119,346
19334414,347
19335003,348
19335067,349
19335590,350
19336260,351
19336556,352
19337466,353
19337775,354
19337849,355
19337945,356
19338836,357
19340329,358
19340922,359
19340996,360
19341623,361
19342215,362
19342614,363
19342637,364
19342676,365
19343235,366
19343806,367
19344629,368
19344764,369
19345342,370
19346009,371
19346625,372
19346928,373
19347509,374
19347557,375
19348619,376
19349171,377
19350139,378
19350216,379
19350788,380
19350838,381
19351263,382
19351799,383
19352071,384
19352913,385
19354032,386
19354104,387
19354446,388
19355985,389
19356390,390
19357231,391
19357884,392
19358281,393
19358397,394
19359531,395
19360771,396
19362258,397
19362687,398
19363038,399
19363583,400
19364154,401
19396367,402
19396770,403
19397123,404
19398304,405
19398635,406
19398931,407
19434252,408
19434380,409
19435316,410
19435350,411
19435372,412
19435703,413
19436566,414
19437178,415
19437243,416
19437537,417
19472368,418
19473083,419
19473465,420
19474125,421
19474194,422
19475016,423
19475624,424
19475624,425
19476446,426
19477237,427
19477279,428
19477906,429
19478210,430
19478709,431
19479869,432
19480181,433
19480866,434
19481764,435
19482126,436
19482402,437
19483274,438
19483951,439
19484638,440
19485025,441
19485624,442
19485978,443
19487276,444
19488221,445
19488359,446
19488944,447
19489205,448
19489513,449
19490064,450
19490653,451
19491236,452
19491908,453
19492744,454
19493073,455
19494562,456
19495152,457
19495550,458
19496151,459
19497114,460
19497201,461
19497785,462
19498035,463
19498926,464
19500085,465
19501054,466
19501968,467
19503138,468
19503771,469
19503824,470
19504123,471
19504137,472
19504530,473
19504938,474
19505220,475
19505815,476
19506444,477
19506713,478
19507159,479
19537360,480
19538415,481
19538719,482
19538765,483
19539932,484
19540599,485
19541488,486
19542753,487
19542849,488
19543140,489
19543475,490
19543542,491
19543852,492
19544524,493
19544567,494
19544606,495
19545521,496
19545808,497
19546114,498
19546464,499
19546570,500
19547496,501
19547882,502
19548242,503
19548813,504
19578520,505
19578830,506
19579194,507
19579775,508
19579897,509
19580546,510
19581095,511
19581564,512
19581885,513
19582323,514
19582348,515
19582636,516
19582676,517
19583058,518
19584056,519
19584615,520
19584679,521
19585842,522
19585854,523
19586165,524
19586876,525
19588032,526
19588548,527
19589459,528
19590073,529
19590290,530
19590878,531
19591279,532
19592095,533
19592520,534
19593116,535
19593164,536
19593172,537
19593873,538
19595379,539
19595659,540
19595746,541
19595823,542
19596978,543
19597388,544
19597688,545
19598066,546
19630330,547
19630340,548
19631429,549
19631796,550
19632329,551
19664875,552
19697353,553
19697743,554
19698351,555
19699594,556
19700255,557
19700480,558
19724980,559
19725016,560
19725643,561
19725736,562
19726351,563
19726662,564
19727030,565
19727777,566
19727867,567
19728801,568
19729182,569
19730013,570
19731548,571
19731967,572
19732511,573
19732917,574
19733332,575
19733982,576
19734400,577
19734752,578
19735271,579
19735439,580
19735729,581
19736360,582
19737226,583
19737529,584
19737565,585
19738942,586
19739036,587
19739563,588
19739875,589
19741323,590
19741638,591
19742203,592
19742489,593
19743942,594
19744264,595
19744350,596
19744679,597
19745280,598
19746238,599
19746592,600
19747847,601
19748233,602
19749335,603
19749873,604
19750161,605
19750483,606
19750820,607
19751199,608
19752259,609
19753100,610
19753895,611
19754606,612
19754646,613
19754934,614
19755300,615
19755314,616
19755966,617
19755976,618
19756552,619
19757467,620
19758092,621
19758976,622
19759581,623
19760292,624
19760690,625
19761391,626
19761718,627
19762010,628
19762831,629
19763946,630
19764620,631
19765255,632
19766731,633
19767047,634
19767294,635
19767589,636
19767969,637
19767989,638
19768629,639
19769146,640
19769445,641
19769446,642
19769523,643
19770497,644
19770559,645
19770988,646
19771417,647
19771462,648
19772434,649
19772585,650
19772586,651
19772904,652
19773317,653
19774234,654
19775170,655
19775899,656
19776718,657
19777035,658
19777341,659
19777666,660
19778322,661
19778676,662
19779244,663
19779788,664
19780123,665
19780457,666
19780768,667
19781085,668
19781494,669
19781583,670
19782204,671
19782513,672
19783471,673
19784047,674
19784627,675
19785054,676
19785094,677
19785987,678
19786835,679
19787804,680
19787832,681
19788315,682
19788758,683
19789390,684
19789447,685
19817741,686
19818314,687
19818671,688
19818730,689
19819635,690
19819893,691
19820597,692
19820677,693
19820677,694
19820778,695
19821080,696
19821735,697
19821765,698
19822087,699
19822108,700
19823024,701
19823607,702
19823735,703
19823790,704
19824221,705
19824507,706
19825390,707
19825474,708
19825601,709
19826482,710
19827371,711
19827663,712
19828277,713
19829457,714
19830331,715
19831898,716
19831991,717
19832089,718
19832364,719
19832841,720
19833202,721
19833246,722
19834696,723
19835143,724
19835230,725
19835569,726
19836741,727
19837920,728
19837921,729
19837969,730
19837969,731
19838241,732
19838913,733
19839188,734
19839566,735
19840141,736
19840797,737
19841534,738
19841878,739
19842729,740
19843585,741
19844220,742
19844882,743
19845203,744
19846130,745
19846441,746
19846724,747
19846792,748
19847703,749
19848375,750
19848388,751
19848404,752
19848467,753
19849088,754
19849379,755
19849946,756
19850664,757
19851245,758
19851864,759
19852549,760
19853148,761
19853415,762
19854301,763
19854661,764
19854675,765
19855442,766
19855874,767
19893584,768
19922299,769
19922299,770
19922633,771
19922989,772
19923842,773
19924281,774
19924563,775
19924889,776
19925468,777
19926119,778
19926793,779
19927432,780
19928355,781
19928493,782
19929119,783
19929385,784
19929921,785
19930500,786
19930635,787
19931849,788
19931967,789
19933028,790
19933646,791
19934823,792
19935400,793
19935406,794
19935981,795
19936059,796
19936662,797
19936950,798
19937579,799
19937912,800
19938489,801
19938834,802
19940133,803
19940835,804
19941492,805
19941813,806
19942127,807
19942510,808
19942856,809
19943212,810
19943841,811
19944153,812
19944747,813
19944826,814
19944880,815
19945196,816
19945818,817
19946130,818
19946517,819
19946548,820
19946582,821
19947304,822
19948141,823
19948563,824
19948625,825
19948653,826
19948653,827
19948662,828
19949965,829
19950313,830
19950687,831
19950795,832
19952234,833
19952651,834
19952964,835
19953610,836
19953659,837
19953702,838
19954565,839
19955161,840
19978318,841
19978670,842
19979566,843
19979645,844
19980180,845
20009736,846
20010340,847
20011232,848
20011539,849
20011831,850
20012189,851
20012542,852
20013154,853
20013837,854
20014153,855
20014975,856
20016159,857
20017065,858
20017394,859
20017985,860
20018554,861
20018956,862
20019040,863
20020239,864
20021113,865
20021820,866
20022138,867
20023527,868
20024078,869
20024968,870
20025293,871
20025750,872
20026071,873
20027098,874
20028208,875
20028353,876
20028649,877
20028674,878
20028974,879
20029311,880
20030287,881
20030824,882
20031159,883
20031405,884
20031558,885
20032125,886
20033437,887
20033696,888
20034232,889
20034494,890
20034837,891
20035512,892
20036559,893
20037130,894
20037550,895
20037883,896
20038178,897
20038522,898
20038840,899
20039571,900
20039965,901
20040323,902
20040990,903
20041305,904
20041827,905
20042432,906
20043083,907
20044297,908
20044404,909
20044719,910
20045696,911
20045799,912
20046915,913
20047294,914
20047686,915
20048422,916
20048723,917
20048744,918
20049274,919
20050169,920
20050496,921
20050526,922
20051054,923
20051475,924
20052599,925
20053155,926
20053561,927
20053684,928
20054080,929
20054710,930
20055098,931
20055153,932
20055773,933
20055862,934
20056466,935
20056560,936
20057258,937
20058346,938
20059180,939
20059852,940
20060633,941
20061295,942
20062290,943
20062619,944
20063452,945
20064258,946
20064497,947
20064942,948
20065502,949
20066162,950
20066983,951
20067603,952
20068042,953
20068575,954
20068607,955
20068950,956
20069303,957
20069603,958
20070199,959
20070581,960
20070696,961
20070736,962
20071074,963
20071668,964
20071959,965
20072434,966
20073092,967
20073165,968
20073642,969
20073949,970
20074877,971
20075231,972
20075325,973
20075744,974
20075774,975
20075790,976
20076924,977
20077475,978
20077494,979
20078490,980
20079339,981
20080216,982
20080609,983
20081533,984
20108009,985
20109043,986
20109656,987
20109774,988
20110411,989
20111325,990
20111658,991
20111977,992
20143173,993
20143501,994
20144535,995
20145536,996
20146409,997
20146805,998
20147513,999
20148005,1000
20148642,1001
20149237,1002
20149550,1003
20150695,1004
20152162,1005
20152432,1006
20153312,1007
20153319,1008
20153762,1009
20154755,1010
20155144,1011
20155459,1012
20155746,1013
20155993,1014
20156322,1015
20156636,1016
20157304,1017
20157733,1018
20157744,1019
20158455,1020
20158790,1021
20159125,1022
20159695,1023
20160023,1024
20160323,1025
20160724,1026
20161024,1027
20161837,1028
20161865,1029
20162533,1030
20163399,1031
20164049,1032
20164106,1033
20164399,1034
20165405,1035
20166577,1036
20166955,1037
20167510,1038
20168093,1039
20168415,1040
20169071,1041
20169350,1042
20169949,1043
20204286,1044
20204890,1045
20205281,1046
20206342,1047
20206974,1048
20207224,1049
20207951,1050
20208292,1051
20208640,1052
20209676,1053
20209693,1054
20210057,1055
20210713,1056
20210978,1057
20211291,1058
20211890,1059
20212001,1060
20212991,1061
20213715,1062
20214864,1063
20215488,1064
20216913,1065
20217483,1066
20217816,1067
20218223,1068
20218847,1069
20218960,1070
20219816,1071
20220429,1072
20221844,1073
20221876,1074
20222565,1075
20222908,1076
20223213,1077
20224694,1078
20225261,1079
20226209,1080
20226957,1081
20227273,1082
20227588,1083
20227883,1084
20228190,1085
20228322,1086
20228427,1087
20251978,1088
20252375,1089
20252556,1090
20253015,1091
20253016,1092
20253076,1093
20253112,1094
20253979,1095
20254339,1096
20254398,1097
20254977,1098
20255084,1099
20255753,1100
20257443,1101
20257471,1102
20258333,1103
20258697,1104
20259067,1105
20259382,1106
20260243,1107
20260558,1108
20261697,1109
20262197,1110
20262833,1111
20263136,1112
20263284,1113
20263610,1114
20263911,1115
20264749,1116
20265392,1117
20265697,1118
20266297,1119
20266605,1120
20267560,1121
20267615,1122
20267914,1123
20269085,1124
20269428,1125
20269933,1126
20270260,1127
20270316,1128
20271256,1129
20272204,1130
20272807,1131
20273072,1132
20273431,1133
20274392,1134
20274466,1135
20274657,1136
20275303,1137
20275885,1138
20276188,1139
20276862,1140
20277218,1141
20277831,1142
20278495,1143
20279110,1144
20279164,1145
20279569,1146
20279692,1147
20279773,1148
20280080,1149
20280407,1150
20280756,1151
20281328,1152
20281958,1153
20282050,1154
20282151,1155
20282481,1156
20283420,1157
20284515,1158
20284807,1159
20284959,1160
20285528,1161
20286464,1162
20286753,1163
20287566,1164
20288158,1165
20288717,1166
20289863,1167
20290301,1168
20290818,1169
20291401,1170
20291728,1171
20292140,1172
20292524,1173
20293055,1174
20293352,1175
20293926,1176
20294785,1177
20295154,1178
20295217,1179
20295519,1180
20295822,1181
20295857,1182
20296516,1183
20297051,1184
20297439,1185
20297465,1186
20298115,1187
20336628,1188
20337320,1189
20337931,1190
20337931,1191
20337950,1192
20338569,1193
20338666,1194
20339084,1195
20339108,1196
20339449,1197
20340336,1198
20340393,1199
20340943,1200
20341784,1201
20341923,1202
20342801,1203
20343216,1204
20343768,1205
20344395,1206
20345897,1207
20346518,1208
20346971,1209
20347595,1210
20374215,1211
20374255,1212
20374310,1213
20374697,1214
20375288,1215
20375555,1216
20376085,1217
20376715,1218
20376819,1219
20377377,1220
20377481,1221
20377485,1222
20378306,1223
20379164,1224
20380021,1225
20380021,1226
20380526,1227
20405083,1228
20405172,1229
20405429,1230
20406094,1231
20406402,1232
20433097,1233
20433203,1234
20433623,1235
20433718,1236
20434657,1237
20434940,1238
20435248,1239
20435320,1240
20460517,1241
20460818,1242
20461461,1243
20491014,1244
20491109,1245
20515589,1246
20515765,1247
20516103,1248
20517558,1249
20517558,1250
20517895,1251
20518182,1252
20519408,1253
20520766,1254
20521324,1255
20521657,1256
20522213,1257
20522547,1258
20522617,1259
20523157,1260
20523902,1261
20524759,1262
20525123,1263
20526022,1264
20526092,1265
20526440,1266
20526734,1267
20527340,1268
20527464,1269
20528049,1270
20528730,1271
20529059,1272
20529190,1273
20530015,1274
20530595,1275
20531157,1276
20531696,1277
20531982,1278
20532427,1279
20532760,1280
20533099,1281
20534009,1282
20534465,1283
20534753,1284
20534778,1285
20535394,1286
20535727,1287
20536329,1288
20537023,1289
20537076,1290
20537384,1291
20537755,1292
20538131,1293
20538983,1294
20540294,1295
20540305,1296
20540650,1297
20540955,1298
20541087,1299
20541915,1300
20605992,1301
20606572,1302
20606622,1303
20606954,1304
20607006,1305
20607570,1306
20608004,1307
20638675,1308
20638768,1309
20638860,1310
20666084,1311
20666716,1312
20666793,1313
20667544,1314
20668435,1315
20668538,1316
20668614,1317
20668923,1318
20669441,1319
20669725,1320
20669960,1321
20670340,1322
20670904,1323
20671261,1324
20671569,1325
20671600,1326
20673416,1327
20673440,1328
20673736,1329
20674018,1330
20675311,1331
20675963,1332
20675971,1333
20676785,1334
20677415,1335
20677653,1336
20704552,1337
20704931,1338
20705009,1339
20705953,1340
20705993,1341
20705993,1342
20706028,1343
20706942,1344
20707849,1345
20708452,1346
20709096,1347
20709125,1348
20709568,1349
20710105,1350
20710495,1351
20710838,1352
20711791,1353
20712126,1354
20712143,1355
20712439,1356
20712529,1357
20739238,1358
20740109,1359
20740454,1360
20741365,1361
20741989,1362
20743174,1363
20743234,1364
20743855,1365
20744264,1366
20744645,1367
20745493,1368
20746242,1369
20746902,1370
20747051,1371
20774605,1372
20775020,1373
20775611,1374
20776214,1375
20776607,1376
20777320,1377
20777602,1378
20777981,1379
20778596,1380
20779212,1381
20779539,1382
20779582,1383
20780232,1384
20780934,1385
20781562,1386
20782206,1387
20782517,1388
20782973,1389
20783029,1390
20783825,1391
20784684,1392
20785129,1393
20785458,1394
20785785,1395
20786194,1396
20786560,1397
20786670,1398
20786737,1399
20786762,1400
20786792,1401
20787123,1402
20787515,1403
20788633,1404
20788997,1405
20789058,1406
20789069,1407
20789333,1408
20789626,1409
20789670,1410
20790232,1411
20791090,1412
20791601,1413
20792542,1414
20793100,1415
20793377,1416
20793734,1417
20794079,1418
20794454,1419
20794616,1420
20794671,1421
20795009,1422
20795484,1423
20795832,1424
20797203,1425
20797684,1426
20797702,1427
20798326,1428
20799011,1429
20799899,1430
20800863,1431
20801239,1432
20801511,1433
20801558,1434
20802181,1435
20803021,1436
20804628,1437
20805469,1438
20806066,1439
20807020,1440
20807562,1441
20807829,1442
20807903,1443
20808173,1444
20808202,1445
20809083,1446
20809708,1447
20809734,1448
20809960,1449
20810036,1450
20810059,1451
20810802,1452
20811717,1453
20812613,1454
20813006,1455
20814149,1456
20814388,1457
20815082,1458
20815413,1459
20815719,1460
20816105,1461
20816266,1462
20816319,1463
20816731,1464
20817433,1465
20817967,1466
20817991,1467
20818347,1468
20818966,1469
20819313,1470
20819674,1471
20820004,1472
20820100,1473
20820698,1474
20821039,1475
20821410,1476
20821671,1477
20821975,1478
20822303,1479
20822613,1480
20822662,1481
20822676,1482
20823569,1483
20823922,1484
20824195,1485
20824576,1486
20824662,1487
20824766,1488
20825411,1489
20825474,1490
20825884,1491
20825958,1492
20826120,1493
20826376,1494
20826376,1495
20826672,1496
20826733,1497
20827635,1498
20828531,1499
20829321,1500
20830220,1501
20830534,1502
20860412,1503
20860718,1504
20861022,1505
20861260,1506
20861260,1507
20862022,1508
20862583,1509
20863524,1510
20863537,1511
20864651,1512
20865530,1513
20866478,1514
20867208,1515
20867659,1516
20867727,1517
20868294,1518
20868738,1519
20868785,1520
20869378,1521
20869706,1522
20869748,1523
20870058,1524
20870444,1525
20898082,1526
20898115,1527
20898126,1528
20898180,1529
20898197,1530
20899111,1531
20899705,1532
20899727,1533
20923660,1534
20924258,1535
20924553,1536
20925141,1537
20925199,1538
20926120,1539
20926760,1540
20926910,1541
20927460,1542
20928332,1543
20928414,1544
20928468,1545
20929138,1546
20929209,1547
20929324,1548
20930195,1549
20930703,1550
20931008,1551
20931297,1552
20932169,1553
20932452,1554
20933112,1555
20933431,1556
20933742,1557
20934359,1558
20956100,1559
20956385,1560
20956870,1561
20957548,1562
20958094,1563
20958463,1564
20958553,1565
20959106,1566
20959377,1567
20959945,1568
20960363,1569
20960670,1570
20961047,1571
20961153,1572
20961630,1573
20962232,1574
20962232,1575
20962309,1576
20962922,1577
20963898,1578
20964549,1579
20964679,1580
20964996,1581
20965122,1582
20965469,1583
20966144,1584
20966444,1585
20966464,1586
20967350,1587
20967938,1588
20968433,1589
20969401,1590
20969676,1591
20969698,1592
20970670,1593
20971275,1594
20971967,1595
20972352,1596
20972783,1597
20973097,1598
20973119,1599
20973358,1600
20973663,1601
20974580,1602
20975104,1603
20975647,1604
20977203,1605
20977726,1606
20978490,1607
20979101,1608
20979674,1609
20980291,1610
20980319,1611
20980710,1612
20981020,1613
20981073,1614
20981617,1615
20981671,1616
20982297,1617
20982592,1618
20982926,1619
21016716,1620
21016827,1621
21017479,1622
21017779,1623
21018283,1624
21018391,1625
21018679,1626
21019020,1627
21019534,1628
21020456,1629
21020470,1630
21020476,1631
21020787,1632
21021080,1633
21021688,1634
21021739,1635
21022224,1636
21022416,1637
21022581,1638
21023282,1639
21024660,1640
21025627,1641
21025659,1642
21025994,1643
21026326,1644
21026400,1645
21027295,1646
21028451,1647
21028805,1648
21028937,1649
21029332,1650
21030108,1651
21030666,1652
21031543,1653
21032131,1654
21032766,1655
21032819,1656
21033075,1657
21033130,1658
21033513,1659
21033562,1660
21033849,1661
21034156,1662
21034255,1663
21034572,1664
21035227,1665
21035315,1666
21036320,1667
21036686,1668
21037036,1669
21037180,1670
21037231,1671
21037284,1672
21038013,1673
21039128,1674
21039505,1675
21040679,1676
21041358,1677
21041947,1678
21042261,1679
21042558,1680
21072603,1681
21072656,1682
21072706,1683
21072785,1684
21072811,1685
21073191,1686
21073592,1687
21104119,1688
21104183,1689
21104531,1690
21104575,1691
21105001,1692
21106090,1693
21106479,1694
21106898,1695
21141723,1696
21142319,1697
21142612,1698
21142947,1699
21143195,1700
21143736,1701
21174476,1702
21175267,1703
21176167,1704
21176175,1705
21176610,1706
21177031,1707
21177691,1708
21178003,1709
21178420,1710
21178435,1711
21178637,1712
21178997,1713
21179154,1714
21179529,1715
21179859,1716
21179913,1717
21181105,1718
21181853,1719
21182408,1720
21182756,1721
21183002,1722
21183441,1723
21184264,1724
21184606,1725
21185476,1726
21185545,1727
21185576,1728
21217541,1729
21217928,1730
21218437,1731
21218783,1732
21218865,1733
21219391,1734
21219671,1735
21220350,1736
21220355,1737
21220674,1738
21221060,1739
21221228,1740
21221560,1741
21222074,1742
21222673,1743
21223070,1744
21223101,1745
21223713,1746
21223857,1747
21224235,1748
21225380,1749
21225424,1750
21225985,1751
21226550,1752
21226566,1753
21227132,1754
21228351,1755
21228749,1756
21229351,1757
21230312,1758
21231389,1759
21231572,1760
21232342,1761
21232595,1762
21233570,1763
21234055,1764
21234129,1765
21234495,1766
21234566,1767
21234599,1768
21235585,1769
21235945,1770
21236183,1771
21236321,1772
21236875,1773
21237381,1774
21237747,1775
21238056,1776
21238546,1777
21238641,1778
21239098,1779
21239179,1780
21239179,1781
21240003,1782
21240327,1783
21240351,1784
21240817,1785
21241150,1786
21241309,1787
21241593,1788
21242262,1789
21242337,1790
21243996,1791
21244056,1792
21244423,1793
21244743,1794
21244792,1795
21245189,1796
21245549,1797
21246365,1798
21246943,1799
21247576,1800
21247966,1801
21275507,1802
21275786,1803
21276469,1804
21276516,1805
21276614,1806
21277287,1807
21277382,1808
21277819,1809
21278443,1810
21278845,1811
21279240,1812
21279934,1813
21280512,1814
21281062,1815
21281129,1816
21281760,1817
21282630,1818
21283216,1819
21284051,1820
21284192,1821
21284895,1822
21285229,1823
21286041,1824
21286724,1825
21287506,1826
21287795,1827
21288136,1828
21288838,1829
21289146,1830
21289562,1831
21289663,1832
21324176,1833
21324247,1834
21324562,1835
21324933,1836
21325298,1837
21326132,1838
21326432,1839
21327568,1840
21327942,1841
21329006,1842
21329911,1843
21330481,1844
21331354,1845
21331433,1846
21331729,1847
21332915,1848
21332959,1849
21333405,1850
21333613,1851
21334570,1852
21335030,1853
21336149,1854
21336200,1855
21336271,1856
21336966,1857
21337126,1858
21337893,1859
21338203,1860
21338571,1861
21339428,1862
21340009,1863
21341089,1864
21342051,1865
21342461,1866
21343448,1867
21344243,1868
21344704,1869
21345652,1870
21345701,1871
21346386,1872
21346458,1873
21347247,1874
21347620,1875
21385081,1876
21385429,1877
21386440,1878
21386810,1879
21387398,1880
21387769,1881
21388188,1882
21388819,1883
21389559,1884
21389861,1885
21390194,1886
21390546,1887
21390965,1888
21391688,1889
21392103,1890
21392514,1891
21392869,1892
21393139,1893
21393417,1894
21393826,1895
21418454,1896
21418499,1897
21418797,1898
21418895,1899
21419369,1900
21420219,1901
21420606,1902
21420948,1903
21421032,1904
21421384,1905
21421697,1906
21422192,1907
21422292,1908
21422369,1909
21423253,1910
21423253,1911
21423823,1912
21454308,1913
21455195,1914
21455461,1915
21455540,1916
21456181,1917
21456340,1918
21479464,1919
21479755,1920
21480162,1921
21480352,1922
21480629,1923
21481010,1924
21481272,1925
21481281,1926
21481823,1927
21481884,1928
21481889,1929
21482644,1930
21482755,1931
21483026,1932
21483779,1933
21484537,1934
21484605,1935
21484862,1936
21517096,1937
21517458,1938
21518112,1939
21518124,1940
21518822,1941
21518826,1942
21519218,1943
21519257,1944
21519403,1945
21519453,1946
21520657,1947
21520931,1948
21521379,1949
21521759,1950
21522324,1951
21522501,1952
21523029,1953
21523406,1954
21523765,1955
21523963,1956
21524265,1957
21524285,1958
21524649,1959
21525819,1960
21525837,1961
21526148,1962
21526406,1963
21526498,1964
21526561,1965
21527685,1966
21528120,1967
21528129,1968
21528153,1969
21528389,1970
21528389,1971
21528891,1972
21558422,1973
21558568,1974
21558592,1975
21558639,1976
21559350,1977
21560659,1978
21561001,1979
21561258,1980
21561342,1981
21561678,1982
21562221,1983
21562313,1984
21562628,1985
21562717,1986
21563009,1987
21563129,1988
21563443,1989
21563971,1990
21564482,1991
21564781,1992
21565635,1993
21566284,1994
21566648,1995
21567252,1996
21567863,1997
21567870,1998
21568458,1999
21569296,2000
21570137,2001
21570747,2002
21570781,2003
21571069,2004
21571182,2005
21571318,2006
21571639,2007
21571906,2008
21573028,2009
21573646,2010
21573654,2011
21573740,2012
21573799,2013
21574334,2014
21575160,2015
21575392,2016
21575696,2017
21575696,2018
21576276,2019
21607052,2020
21607064,2021
21607473,2022
21607746,2023
21608461,2024
21608816,2025
21609218,2026
21609530,2027
21610108,2028
21610673,2029
21611003,2030
21636720,2031
21637010,2032
21637548,2033
21637600,2034
21638882,2035
21639293,2036
21639537,2037
21640463,2038
21641441,2039
21641784,2040
21642627,2041
21642687,2042
21642719,2043
21643393,2044
21643478,2045
21644395,2046
21645112,2047
21645533,2048
21645921,2049
21646262,2050
21646883,2051
21647460,2052
21648034,2053
21648660,2054
21648715,2055
21648826,2056
21649796,2057
21650460,2058
21650782,2059
21650828,2060
21651125,2061
21651850,2062
21652239,2063
21652413,2064
21652892,2065
21652906,2066
21653208,2067
21653813,2068
21653852,2069
21654185,2070
21654354,2071
21655301,2072
21655901,2073
21689043,2074
21689044,2075
21689641,2076
21689663,2077
21690601,2078
21690905,2079
21691623,2080
21692022,2081
21692639,2082
21692672,2083
21693256,2084
21693414,2085
21693705,2086
21693871,2087
21693934,2088
21694004,2089
21694020,2090
21694653,2091
21694743,2092
21694822,2093
21695144,2094
21695637,2095
21695942,2096
21696740,2097
21697497,2098
21697662,2099
21698262,2100
21699803,2101
21700493,2102
21700667,2103
21701686,2104
21702240,2105
21702322,2106
21702954,2107
21703865,2108
21704000,2109
21704731,2110
21704842,2111
21705259,2112
21705684,2113
21705771,2114
21706194,2115
21706385,2116
21706398,2117
21706806,2118
21706806,2119
21706963,2120
21707917,2121
21708370,2122
21708750,2123
21708910,2124
21709054,2125
21709493,2126
21710283,2127
21711112,2128
21711133,2129
21711461,2130
21711559,2131
21712107,2132
21712790,2133
21712967,2134
21713306,2135
21713948,2136
21714818,2137
21715156,2138
21715494,2139
